,Timestamp,I can easily log-in and log-out my Canvas account.,I can easily log-in and log-out my Canvas account. (Please write your views relating your answer above.),I can access my course using the mobile Canvas app. ,I can access my course using the mobile Canvas app. (Please write your views about this relating to your answer above.),I can access my course using the mobile Canvas app. ,I can access my course using the mobile Canvas app. (Please write your views about this relating to your answer above.),I can access my Canvas account using the available computers in JRU.,I can access my Canvas account using the available computers in JRU. (Please write your views about this relating to your answer above.),I have no issues accessing my Canvas account using the wired internet connection in the computer laboratories. ,I have no issues accessing my Canvas account using the wired internet connection in the computer laboratories. (Please write your views about this relating to your answer above.),I can easily get help when I have problems with my Canvas account.,I can easily get help when I have problems with my Canvas account. (Please write your views about this relating to your answer above.),I can access my Canvas account outside JRU. ,I can access my Canvas account outside JRU. (Please write your views about this relating to your answer above.),I can clearly understand the lessons on my Canvas modules. ,I can clearly understand the lessons on my Canvas modules. (Please write your views about this relating to your answer above.),I recognize that the modules in my course are well organized.,I recognize that the modules in my course are well organized. (Please write your views about this relating to your answer above.),I can easily manage the navigation of the courses through the desktop version. ,I can easily manage the navigation of the courses through the desktop version. ,I can easily manage the navigation of the courses through the mobile app.,I can easily manage the navigation of the courses through the mobile app. (Please write your views about this relating to your answer above.),I notice that course materials on Canvas have connection with the face to face (classroom) lesson content.,I notice that course materials on Canvas have connection with the face to face (classroom) lesson content. (Please write your views about this relating to your answer above.),I understand the lessons better with the help of course materials in Canvas. ,I understand the lessons better with the help of course materials in Canvas. (Please write your views about this relating to your answer above.),Canvas course materials make me interested.,Canvas course materials make me interested. (Please write your views about this relating to your answer above.),The course materials on Canvas helped me prepare for: [Face to Face discussions],The course materials on Canvas helped me prepare for: [Quizzes],The course materials on Canvas helped me prepare for: [Prelim/Mid-term/Final Exam],"The course materials on Canvas helped me prepare for: [Other Tasks (Assignments, Forums, etc.)]","The course materials on Canvas helped me prepare for: Face to face discussions, quizzes, major exams, assignments, forums, etc. (Please write your views about this relating to your answer above.)",My instructor knows how to use Canvas.,My instructor knows how to use Canvas. (Please write your views about this relating to your answer above.),My instructor demonstrated mastery of the subject matter.,My instructor demonstrated mastery of the subject matter. (Please write your views about this relating to your answer above.),My instructor encourages me to use Canvas.,My instructor encourages me to use Canvas. (Please write your views about this relating to your answer above.),Canvas has made it easy for me to: [Communicate with my instructor],Canvas has made it easy for me to: [Receive class announcements],Canvas has made it easy for me to: [Share ideas on group discussions],"Canvas has made it easy for me to: communicate with my instructor, receive class announcements, share ideas on group discussions","I can answer the assessment materials (quiz, exam) posted in Canvas.","I can answer the assessment materials (quiz, exam) posted in Canvas. (Please write your views about this relating to your answer above.)",I find the course materials on Canvas aligned with the: [Quizzes],"I find the course materials on Canvas aligned with the: [Major (Prelim, Mideterm, Final) Exam]","I find the course materials on Canvas aligned with the: [Other tasks (Assignements, Forums, etc.)]","I find the course materials on Canvas aligned with the: quizzes, major exams, assignments, forums, etc.) (Please write your views about this relating to your answer above.)",I have been give enough time to accomplish the activities on Canvas.,I have been give enough time to accomplish the activities on Canvas. (Please write your views about this relating to your answer above.),What I like best in Canvas is/are:,What I like least in Canvas is/are:,I would like to suggest: 
11,2019/09/30 3:48:10 PM GMT+8,Strongly Agree,it can easily modify,Strongly Agree,When in other lab the units are slow,Strongly Agree,When in other lab the units are slow,Strongly Agree,it can easily access my canvas account in other units in JRU,Strongly Disagree,Sometimes in other units in JRU have an internet connection issue,Strongly Disagree,Because it takes long time to get help ,Strongly Agree,"yes , because canvas is for jru students",Strongly Agree,The lessons on my canvas is easily modify by the Title,Strongly Agree,It can easily recognize because it has the title on it,Strongly Agree,yes because the canvas is well compromised,Strongly Agree,yes because the canvas is well compromised,Strongly Disagree,it depends on the prof ,Strongly Agree,yes i understand the lesson better and course materials is very helpful,Strongly Agree,"yes , because the canvas is a user friendly",Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree, its helps because we can review about the previous lesson that we will taken,Strongly Agree,in other subject the instructor of ours is not applicable using canvas,Strongly Agree,yes they demonstrate the subject matter,Strongly Agree,for every meeting they always told us to use canvas ,Strongly Agree,Strongly Agree,Strongly Agree,"yes , canvas made easy for me to share my opions in group discussions",Strongly Agree,"yes , the quiz and exam that we will take is so very compromised",Strongly Agree,Strongly Agree,Strongly Agree,i find course materials on canvas where you can see the title,Strongly Agree,I have been give enough time to accomplish the activities on Canvas,yes because yes,yes because yes,yes because yes
12,2019/09/30 3:48:18 PM GMT+8,Agree,internet connection inside the jru is poor ,Strongly Agree,I can able to do the online activities,Strongly Agree,I can able to do the online activities,Strongly Agree,"But sometimes, laboratories are not available.",Agree,Wired connection is slow sometimes,Strongly Agree,people in h201 are willing to help anytime,Strongly Agree,Mobile app can be downloaded,Agree,sometimes the PPT designs are irritating,Strongly Agree,It is sorted by time,Strongly Agree,Desktop version is easier than the mobile version,Strongly Agree,Dashboard is easy to use,Agree,Some discussion in Online  are not sync with the face to face,Strongly Agree,Course materials provided in Canvas is essential in our learning process,Agree,some powerpoint touches my interest to finish reading that material,Agree,Agree,Agree,Agree,Some contents in Canvas are not used in face to face,Strongly Agree,They are trained,Strongly Agree,She provides good scenarios ,Strongly Agree,Yes everytime ,Agree,Strongly Agree,Agree,Forums enables us to talk online ,Strongly Agree,Yes if the access code is provided ,Strongly Agree,Strongly Agree,Strongly Agree,The materials should be aligned with the teachings of our instructor,Strongly Agree,Yes she always give us enough time ,Design,Slow face,"materials should be precise and there must be communication with the developer and our instructor, because some times it is not synced with our isntructor like on life and works"
13,2019/09/30 3:48:35 PM GMT+8,Agree,The internet most of the time is slow,Agree,i have not yet downloaded the application,Agree,i have not yet downloaded the application,Agree,yes but sometimes it is slow to access,Agree,sometimes the internet is slow,Agree,i dont usually get problems with my account,Agree,"yes, at home",Agree,i understand the lessons on my canvas,Agree,yes it is clearly organized,Agree,yes but sometimes it is slow,Agree,i have not yet downloaded the application,Agree,yes it has connection,Agree,yes it is very useful,Agree,it makes me very interested,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,it helped me a lot,Agree,she knows it very well,Agree,she demonstrated the mastery of the subject matter very well,Agree,every meeting she encourages all of us,Strongly Agree,Strongly Agree,Strongly Agree,canvas is always updated,Agree,i can answer it on time,Strongly Agree,Strongly Agree,Strongly Agree,it is aligned and clear,Agree,it give us enough time to answer,it is very useful,nothing at the moment,i have nothing in mind
14,2019/09/30 3:49:33 PM GMT+8,Strongly Agree,Strongly Agree because I can easily log-in and log-out my canvas account,Strongly Agree,I can access my course using mobile canvas app,Strongly Agree,I can access my course using mobile canvas app,Strongly Agree,Strongly Agree because I can access my Canvas account using the available computers in JRU. ,Strongly Agree,I have no issues accessing my canvas account,Strongly Agree,yes I can easily get help when I have problems with my Canvas account,Strongly Agree,yes I can access my Canvas account outside JRU,Strongly Agree,yes I can clearly understand the lessons on my Canvas modules.,Strongly Agree,I strongly agree that the modules in my course are well organized,Strongly Agree,yes I can easily manage the navigation of the courses through the desktop version,Strongly Agree,yes I can easily manage the navigation of the courses through the mobile app.,Strongly Agree,yes I notice that course materials on Canvas have connection with the face to face (classroom) lesson content.,Strongly Agree,yes I understand the lessons better with the help of course materials in Canvas.,Strongly Agree,yes Canvas course materials make me interested,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"I strongly agree that The course materials on Canvas helped me prepare for: Face to face discussions, quizzes, major exams, assignments and forums.",Strongly Agree,My instructor knows how to use Canvas,Strongly Agree,i strongly agree that my instructor demonstrated mastery of the subject matter,Strongly Agree,My instructor encourages me to use Canvas,Strongly Agree,Strongly Agree,Strongly Agree,"i strongly agree that Canvas has made it easy for me to: communicate with my instructor, receive class announcements, share ideas on group discussions",Strongly Agree,yes i can answer the assessment materials posted in canvas,Strongly Agree,Strongly Agree,Strongly Agree,"i strongly agree , I find the course materials on Canvas aligned with the: quizzes, major exams, assignments, forums, ",Strongly Agree,"I strongly agree , I have been give enough time to accomplish the activities on Canvas",easy to access,The to do list is organized properly.,I have nothing to suggest.
15,2019/09/30 3:50:19 PM GMT+8,Strongly Agree,It was easy for me to log-in and log-out my account because I don't encounter any problem so far.,Strongly Disagree,It was really disappointing because the mobile app of canvas that was installed in my phone don't direct the site of my school immediately. There's also a lot of features that I can't do using my phone.,Strongly Disagree,It was hard to use mobile canvas application,Strongly Agree,There's no problem so far in accessing my canvas account using jru computers.,Strongly Agree,It's fine most of the time but sometimes during examination the connectivity to the internet was so slow.,Strongly Agree,The SA inside the open laboratory are approachable.,Strongly Agree,I can open my account using a browser in my phone.,Strongly Agree,Modules help me to have a deeper understanding towards the topic,Strongly Agree,The modules are well organize so I can easily see the modules per term,Strongly Agree,It was more conveninent whenever I use desktop version,Strongly Disagree,Mobile app was so disappointing.,Strongly Agree,The questionare in our quizzes contains the lessons that was discuss in the module,Strongly Agree,I also use it as a reviewer ,Strongly Disagree,I dont like the module that contains a lot of texts because sometimes I am irritated reading and reading long texts.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It help me because I use it as a reviwer,Strongly Agree,She knows the topic that was being discuss but sometimes she can't give a better example that a student can understand,Strongly Agree,She knows the subject matter really well,Strongly Agree,I have no choice because the subject was blended learning,Strongly Agree,Strongly Agree,Strongly Agree,I can reach my teacher and classmates easily,Strongly Agree,With the help of modules,Strongly Agree,Strongly Agree,Strongly Agree,Everything was discuss in the modules,Strongly Agree,The deadlines was ok.,I can see the announcement of my teacher and the upcoming activities,I don'y like the notification because you need to connect in the internet first before you receive the notifications. ,I wish that canvas will notify me about my upcoming deadlines of activities and announcement without the internet connection
16,2019/09/30 3:50:21 PM GMT+8,Strongly Agree,I can easily access log-in and log-out my account anytime and anywhere,Strongly Agree,I can access it wherever I am.,Strongly Agree,I can access it wherever I am.,Strongly Agree,I can  access it through the openlab  that is availabe ,Strongly Agree,I can easily access it using wired internet connection,Strongly Agree,I can go to 211 for the help,Strongly Agree,I can pass my assignment everywhere,Strongly Agree,I can search anything on google,Strongly Agree,I can easily find it easily,Strongly Agree,I can easily access it,Disagree,Sometimes the mobile app are not working,Strongly Agree,"We can  easily understand the lesson, by reading it inadvance",Strongly Agree,We can have a advance reading before the face to face lesson,Strongly Agree,It really help me to enjoy my college life,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I can study in advance,Disagree,Some of my instructor are not really know how to use canvas so if we need to pass some requirements online they always wanted some hard copy of it because they are not comfortable using it especially the elder teachers,Strongly Agree,they teach us very well,Strongly Agree,we need to take a quiz and make assignment in canvas so it really encourage me to use it .,Disagree,Strongly Agree,Strongly Agree,In communicating with my instructor they are not replying on canvas.,Strongly Agree,I can easily access it,Strongly Agree,Strongly Agree,Strongly Agree,All that we need to answer its all in canvas very minimal paper works that we answer face to face,Strongly Agree,"They open the quizzes etc, a head of time",I can easily acces my schoolworks thru it,The mobile app sometimes is not working,To improve more the canvas and teach the other teachers who are not comfortable using it
17,2019/09/30 3:50:28 PM GMT+8,Agree,"Yes, it's easy but the connection is the problem",Agree,"Yes, i am able to",Disagree,sometimes i can't log in,Strongly Agree,"Yes, I can access my canvas in the computers but sometimes the computers are not available",Agree,"Yes, because it's good",Agree,"Yes, because the IT office always do something about it",Strongly Agree,yes because it is online,Agree,"Yes, because it's precise",Agree,"yes, because it is all displayed with big icons",Agree,yes because it is much more easy,Disagree,no because sometimes my canvas doesn't let me log in,Agree,yes it does,Agree,yes because i can study everywhere i want as long as there's a internet connection,Agree,"yes sometimes, when there's too much activities",Agree,Agree,Agree,Agree,The course materials on Canvas helped me prepare those kind of things,Agree,"yes, but there are some instructors/prof that doesn't use canvas",Agree,"yes, my instructor demonstrated mastery of the subject matter",Agree,"yes, but because i need to because the activities are posted there",Disagree,Agree,Agree,"yes it does, but I don't usually communicate there with my prof.",Agree,yes but only if there's a internet connection,Agree,Agree,Agree,"yes, I find the course materials on Canvas aligned with the: quizzes, major exams, assignments, forums, etc.",Agree,"yes, because there's a time limit",i can study at home easily,it doesn't want me let me log in,fix the traffic if there's too much users using it 
18,2019/09/30 3:52:03 PM GMT+8,Strongly Agree,I still don't encounter any problems in terms of log in and log out.,Strongly Agree,The canvas app is easy to download and easy to use.,Strongly Agree,All the courses that I am enrolled in are available in canvas.,Strongly Agree,All of the computers have stable internet connection that['s why I can use canvas.,Strongly Agree,The internet connection in computer laboratories are quite slow that's why sometimes it is hard to access canvas or it takes long time in opening canvas,Strongly Agree,the ITBL are always available if I have problem with canvas.,Strongly Agree,Since I have canvas application in my phone I can access it easily.,Strongly Agree,the powerpoints and lessons in canvas are pleasing to the eyes and easy to understand,Strongly Agree,all the modules are organized per term that's why it is easy to identify the lessons that we need to study,Strongly Agree,Using the desktop version of canvas are easy to manage or easy to use.,Strongly Agree,I am more comfortable in using canvas through mobile application.,Strongly Agree,Every lecture day all of the lessons that are taught are available in canvas,Strongly Agree,Since I am a visual learner it is better for me to have the course materials in canvas,Strongly Agree,canvas course materials are interesting because there are videos and powerpoint available for us to understand,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,All of the lessons that are needed in major exams are available in canvas,Strongly Agree,Our professor knows how to access canvas,Strongly Agree,My professor knows well about the subject matter by giving alternative explanations,Strongly Agree,My professor always reminds us to check our canvas every time we meet,Strongly Agree,Strongly Agree,Strongly Agree,It is easy to communicate with my professor and classmates using canvas,Strongly Agree,When there is quiz or exam canvas will notify me in my email account so that I will be reminded to answer it,Strongly Agree,Strongly Agree,Strongly Agree,All of the lessons that cover up our examinations are available in canvas,Strongly Agree,When there is a activity it is open for 1 week and that is enough time for me to finish it,There are available course materials used for learning.,I do not have any problem in canvas,I have no suggestion because I think canvas now is enough                 
19,2019/09/30 3:52:10 PM GMT+8,Strongly Agree,i dont have any hassle problem to log in and log out ,Strongly Agree,it good that i can access my course using my phone,Strongly Agree,it good that i can access my course using my phone,Strongly Agree,everytime there`s have a available computer so there is no any problem,Agree,sometimes it's good but sometimes no,Strongly Agree,i did not encountered any problem in my canvas so still its good,Strongly Agree,good that even if you are not inside of the campus you still can access to your canvas,Strongly Agree,if i have any question im just going to my canvas modules then the aswer is already on that.,Strongly Agree,it was look good because you dont have any problem to find your work ,Strongly Agree,it was better because it easly to see using desktop version,Strongly Agree,"yes i can easily access using mobile phone, and it is good that even if you dont have laptop or desktop you still can access",Strongly Agree,it is nice because the students can do the advance learning,Strongly Agree,if i have a another question i can easily look to my modules ,Agree,"sometimes yes, sometimes no. still depend on the person what he/she interested",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"it is easy to used if i have a dout to my pass lecture , so next time i already know the right answer",Strongly Agree,she/he very know i can see that during lecture day,Strongly Agree,yes she can she is a good speaker,Strongly Agree,yes all of my teacher ,Strongly Agree,Strongly Agree,Strongly Agree,using canvas my instructor can update us every time anytime anywhere,Strongly Agree,yes because it is already posted,Strongly Agree,Strongly Agree,Strongly Agree,yes it is aligned when you log in to your canvas,Strongly Agree,it is because there's have a dead line, have been give enough time to accomplish the activities on Canvas.,noting ,"nothing i am contented on what they can have, because compared to other school it is our advantages that they dont have. "
20,2019/09/30 3:52:27 PM GMT+8,Strongly Agree,I strongly agree because i can easily access my account.,Strongly Agree,I can access my course using the application.,Strongly Agree,I can access my course using the application.,Strongly Agree,Yes i can access my account using the available computers,Strongly Agree,Yes I have no issues on using my account on wired computer,Agree,Yes i can sometimes get help when I encounter a problem with my canvas.,Strongly Agree,Yes may canvas account is accessible outside the JRU.,Agree,Yes the lesson on the canvas is in my learning course.,Agree,Some professor doesn't organize our module well. ,Strongly Agree,Yes I can easily navigate the course through the desktop version,Strongly Agree,Yes I can navigate the course on my mobile application.,Strongly Agree,Yes it is relation to the face to face lesson in the class.,Strongly Agree,Yes i can understand the lesson better because it is uploaded in advance,Strongly Agree,Yes it makes me interest because I can easily access all our lesson through the use of canvas.,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes it helped me prepare for all of this things.,Strongly Agree,Yes my instructor know how to use the canvas very well.,Strongly Agree,Yes they mastered the subject matter.,Strongly Agree,Yes they encourage me to use canvas because all of our activity is uploaded in the canvas.,Agree,Strongly Agree,Agree,Canvas is a good application when it comes to discussing about the subject matter.,Strongly Agree,yes i can answer the things to do that is uploaded in the canvas.,Strongly Agree,Strongly Agree,Strongly Agree,yes it is all aligned with our lesson in the subject.,Strongly Agree,Yes the task is uploaded in advance so we can have enough time to finish all our task.,I can access it anywhere and see all the modules in advance.,nothing it is good for me.,i have noting to suggest to.
21,2019/09/30 3:52:43 PM GMT+8,Strongly Agree,I can access my Canvas account without any problem.,Disagree,I can't access my course using the mobile canvas app during the first and second week of the semester. ,Disagree,I can't access my course using the mobile canvas app during the first and second week of the semester. ,Strongly Agree,"Yes, i can access my Canvas account using any available computers in JRU without any problem. ",Strongly Agree,"Yes, I have no issues accessing my Canvas account using wired internet connection in any laboratories inside JRU. ",Disagree,"I disagree, because it's not easy to get help with my Canvas account. It takes weeks to get notice on your complain about your account. ",Strongly Agree,"Strongly Agree, Because i can access my Canvas account outside JRU without any problem.",Strongly Agree,"Yes, i clearly understand the lessons on my canvas modules.",Strongly Agree,"Strongly agree, because the modules in the canvas app are well organized.",Strongly Agree,"Yes, it is easy to navigate the courses with a desktop.",Agree,Agree because sometimes i still get confused using the canvas mobile version.,Strongly Agree,"Yes, the course materials on canvas have connections inside the classroom discussions.",Agree,"I agree, because some lessons helps me better with the help of canvas.",Strongly Agree,Strongly agree. Some lessons makes me interested with the help of canvas.,Strongly Agree,Strongly Agree,Agree,Strongly Agree,The course materials on canvas does help me a lot to prepare for any classroom activities.,Disagree,Disagree. Because i have encounter two instructor who doesn't know how to use canvas.,Agree,I agree. My instructor demonstrate mastery of the subject that they teaches. ,Strongly Agree,Yes every instructor encourages us to use canvas.,Strongly Agree,Strongly Agree,Strongly Agree,Canvas helps us to communicate with my instructor and classmate because it's all organized in one website.,Strongly Agree,Because of the organized announcements i can answer any quiz or exam posted in canvas.,Strongly Agree,Strongly Agree,Strongly Agree,"Most of the modules in canvas have connections with our quizzes, major exams, and assignments.",Strongly Agree,"Yes, i have been given enough time because some teachers still accepts late activities.",Its organized.,Its friendly user .,To improve more on the mobile app version.
22,2019/09/30 3:52:53 PM GMT+8,Strongly Agree,Some of the computer is slow to respond.,Strongly Agree,Yes its so fast to access my course using mobile app canvas.,Strongly Agree,Yes its so fast to access my course using mobile app canvas.,Strongly Agree,Yes but some of the computers is so slow to respond.,Strongly Disagree,some area has a slow internet connection.,Strongly Agree,Yes  i can easly get help when i have problems with my canvas.,Strongly Agree,There is no problem when im using my canvas account outside .,Strongly Agree,I have no problem with that.,Strongly Agree,I have no problem with that.,Strongly Agree,Some of the forum in our courses does not appear in dashboard.,Strongly Agree,Some of the forum in our courses it will not appear in dashboard.,Strongly Agree,Yes it is very helpfull,Strongly Agree,Yes it is very helpfull. ,Strongly Agree,it really helps.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It really helps me .,Strongly Agree,Yes,Strongly Agree,Yes,Strongly Agree,Yes super!,Strongly Agree,Strongly Disagree,Strongly Agree,yes,Strongly Agree,Some of quiz and forums will not notify you .,Strongly Agree,Strongly Agree,Strongly Agree,Its so helpful.,Strongly Agree,No.,The lectures in every courses,p,add time to quiz and performance task
23,2019/09/30 3:52:56 PM GMT+8,Agree,Sometimes it's hard to log-in and log-out my canvas account inside the campus because of the internet connection.,Strongly Agree,It's easy to access my course using canvas app because I always bring my phone.,Strongly Agree,It's easy to access my course using canvas app because I always bring my phone.,Strongly Agree,The computers are well maintained. So I don't have a problem on logging my canvas account.,Strongly Agree,"Yes, I don't have any issues accessing my canvas account using wired internet connection.",Disagree,If my account has a problem I can easily ask for help with my canvas account in the IT office,Strongly Agree,I can access my canvas account outside the campus because canvas has a mobile version app,Strongly Agree,"Yes, because the modules are organized and prepared.",Strongly Agree,"Yes, I recognize the modules in my course are well organized.",Strongly Agree,I can easily navigate the modules through desktop version and mobile app,Strongly Agree,I can easily navigate the modules through desktop version and mobile app,Strongly Agree,.,Strongly Agree,"Yes, it really helps me with my course.",Strongly Agree,.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The course materials helps me alot.,Strongly Agree,"Yes, my instructor knows how to canvas",Strongly Agree,.,Strongly Agree,My instructors always reminding us to check canvas everyday,Agree,Strongly Agree,Strongly Agree,.,Strongly Agree,.,Strongly Agree,Strongly Agree,Strongly Agree,"Yes, because its well organized",Strongly Agree,"Yes, because its well organized",The modules,Na,NA
24,2019/09/30 3:53:45 PM GMT+8,Strongly Agree,Yes we can access on time and easily.,Strongly Agree,"I can access any where using my phone.
",Strongly Agree, I can access any where using my phone.,Strongly Agree,yes we can access my canvas account to Lab room. ,Strongly Disagree,sometimes i cant access because the wi-fi is weak.,Strongly Agree,yes i can easily get help from H211,Strongly Agree,yes i can easily access when i have a wifi ,Agree,angree cause sometimes i dont understand and so that i go to google to search.,Strongly Agree,yes it is organized because the canvas have per week module no.,Agree,I dont easily access it .,Strongly Agree,Yes because i have my phone and i know it.,Strongly Disagree,because some prof didnt explain to us what the lesson is so that i cant understand.,Agree,sometimes but most of the time i cant understand.,Disagree,angree cause i dont want to read.,Agree,Agree,Strongly Agree,Strongly Agree,yes sometimes but most of the time i help my self.,Agree,some of my teacher they dont know how to use it.,Disagree,N/A,Disagree,not really.,Disagree,Strongly Agree,Disagree,because we cannot do a disscussion or colaboration we us our fb account.,Strongly Agree,N/A,Strongly Agree,Agree,Strongly Agree,N/A,Agree,N/A,online submittion,the deadlines,change the wifi's to be fast 
25,2019/09/30 3:53:45 PM GMT+8,Strongly Agree,"Yes, I can easily log in in canvas always if i'm in the laboratory",Strongly Agree,"Yes, Because always visit my canvas and canvas easily log in because of the google accout",Strongly Agree,"Yes, I can easily access of my course everyday.",Strongly Agree,yes if the internet is very fast.,Strongly Agree,sometimes only if i have to answer activity.,Strongly Agree,yes. because my professor know about the canvas.,Strongly Agree,sometimes because in other computers needs to verification account,Disagree,Because they didn't teach us about modules.,Strongly Agree,always because the modules are organized,Strongly Agree,as always because sometimes i open my canvas in desktop,Disagree,its hard to manage because its complicated,Agree,for me yes because our prof always use the modules and projectors for teaching,Strongly Agree,because sometimes I open the canvas and read some modules,Strongly Agree,because its high tech for our generation,Strongly Disagree,Agree,Agree,Agree,sometimes because i open my canvas at times,Agree,yes because they teach us how to use that,Agree,sometimes becasue sometimes our prof is absent,Strongly Agree,because we have no choice,Strongly Disagree,Agree,Disagree,in some subjects only,Strongly Agree,yes always because our prof always remind us,Agree,Agree,Agree,yes because in the home page you can see your activity,Strongly Disagree,because the time is short,organize modules,i like the design,always announce our activity. And more faster internet
26,2019/09/30 3:54:01 PM GMT+8,Strongly Agree,i can easily log in my account ,Strongly Disagree,there differences in web and app. i my choice web than app,Strongly Disagree,there differences in web and app. i my choice web than app,Strongly Agree,theres some pc in the jru that poor to log in ,Disagree,in the other pc or old pc theres poor internet connection,Strongly Agree,i never go in the IT for help but when theres a problem they will help.,Strongly Agree,just using web. i rather use web the the app,Disagree,"sometimes no, because they should give some example because some studnet iscan easily undestand if they have example",Strongly Agree,yah yah yah,Strongly Agree,yes uyesh,Disagree, i never tried it ,Strongly Agree,yes,Strongly Agree,yes yes,Agree,yes,Agree,Strongly Agree,Strongly Agree,Strongly Agree,yes coz it can take outside and it can help others wroker student,Strongly Agree,yeh,Agree,yah,Strongly Agree,yah,Disagree,Strongly Agree,Disagree,yahh it more can help by announcing what to do,Strongly Agree,yes,Strongly Agree,Strongly Agree,Strongly Agree,yes,Agree,sometimes no,"quizzes,assignment,announcment",module,when we have a quiz let us see the correct answer so we can review it when exam is on going
27,2019/09/30 3:54:19 PM GMT+8,Strongly Agree,I don't have any hassle to log in and log out in canvas account. ,Strongly Agree,I can easily access in the mobile canvas app and it is good to use it.,Strongly Agree,It is good to access using mobile canvas app.,Strongly Agree,Every time i log in I can access easily to the computers in JRU,Strongly Agree,There are times that the internet connection in the laboratories is poor,Strongly Disagree,I can access my account easily and there's is no problem because of the help of someone,Strongly Agree,If I have the Internet connection I can access my account outside of the campus,Strongly Agree,I Can understand the module in canvas because all the files needed is there,Strongly Agree,"well, all the module in canvas is well recognize",Strongly Agree,I can easily access my canvas,Strongly Agree,"If I have an Internet Connection, I can easily manage the navigationj course",Strongly Disagree,For me I don't agree because it is good to study to your own than face to face ,Strongly Agree,Yes much better with the help of course materials in canvasm It will understand clearly,Strongly Agree,Yes because there is a lot of course materials needed in our course ,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,It will help me in the course and it is good to have that kind of materials,Strongly Agree,My instructor know how use the canvas properly,Strongly Agree,It demonstrate clearly and properly,Strongly Agree,Yes it encourage me to use the canvas for my course,Strongly Agree,Strongly Agree,Strongly Agree,It help a lot for me,Strongly Agree,I can easily access my canvas,Strongly Agree,Strongly Agree,Strongly Agree,It helps me a lot ,Strongly Agree,It helps me a lot and it is better ,Quizzes,Quizzes,no
28,2019/09/30 3:54:30 PM GMT+8,Strongly Agree,Computers are working properly.,Strongly Agree,I can easily access my course/account in mobile app,Strongly Agree,I can easily access my course/account in mobile app whenever I want to especially during quiz,Strongly Agree,All available computers in jru are accessible in accessing each account of the student,Disagree,Sometimes internet are slow and it takes more than a minute to log in especially during examination.,Strongly Agree,Student Assistant will help me immediately whenever I have question or I have problem in my account ,Strongly Agree,I can access my account outside jru using the canvas app.,Disagree,There are some information in canvas that I needed some futher explanation and clear message about the lessons.,Strongly Agree,Each lessons are organized by the week/s we are going to tackled it in the class,Strongly Agree,It is more easy to navigate the courses using the desktop.,Disagree,Sometimes there are things that I wasn't able to see in the mobile app than desktop,Strongly Agree,Whatever lesson we've read in the canvas will have connection to what we are tackling during the face-to-face discussion,Strongly Agree,I can read all the lesson anytime because of the app,Strongly Agree,I was interested to know all the things about the canvas on how to use it properly and navigate it.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It is helpful especially during reciatation because the lesson we are tackling is also connected to the lesson in canvas ,Strongly Agree,My instructor always prepare something in the canvas,Disagree,I wasn't able to understand my instructor sometimes ,Strongly Agree,"I've a lot to do in canvas in this course that's why my instruction is always remainding us to check our canvas and do the activities,quizzes.",Strongly Agree,Strongly Agree,Strongly Agree,"Using canvas I can message my instruction whenver I have question, also to communicate to my classmate especially if we have groupings",Strongly Agree,Each quiz is giving us a certain time to answer it.,Strongly Agree,Strongly Agree,Strongly Agree,"Some of the question in quiz,exam are related",Strongly Agree,We are given a certain amount of time to finish our activities in canvas.,The arrangement of the things I needed to do,Some information are sometimes hidden and we aren't able to notify it before the deadline,I have nothing to suggest 
