,Timestamp,I can easily log-in and log-out my Canvas account.,I can easily log-in and log-out my Canvas account. (Please write your views relating your answer above.),I can access my course using the mobile Canvas app. ,I can access my course using the mobile Canvas app. (Please write your views about this relating to your answer above.),I can access my course using the mobile Canvas app. ,I can access my course using the mobile Canvas app. (Please write your views about this relating to your answer above.),I can access my Canvas account using the available computers in JRU.,I can access my Canvas account using the available computers in JRU. (Please write your views about this relating to your answer above.),I have no issues accessing my Canvas account using the wired internet connection in the computer laboratories. ,I have no issues accessing my Canvas account using the wired internet connection in the computer laboratories. (Please write your views about this relating to your answer above.),I can easily get help when I have problems with my Canvas account.,I can easily get help when I have problems with my Canvas account. (Please write your views about this relating to your answer above.),I can access my Canvas account outside JRU. ,I can access my Canvas account outside JRU. (Please write your views about this relating to your answer above.),I can clearly understand the lessons on my Canvas modules. ,I can clearly understand the lessons on my Canvas modules. (Please write your views about this relating to your answer above.),I recognize that the modules in my course are well organized.,I recognize that the modules in my course are well organized. (Please write your views about this relating to your answer above.),I can easily manage the navigation of the courses through the desktop version. ,I can easily manage the navigation of the courses through the desktop version. ,I can easily manage the navigation of the courses through the mobile app.,I can easily manage the navigation of the courses through the mobile app. (Please write your views about this relating to your answer above.),I notice that course materials on Canvas have connection with the face to face (classroom) lesson content.,I notice that course materials on Canvas have connection with the face to face (classroom) lesson content. (Please write your views about this relating to your answer above.),I understand the lessons better with the help of course materials in Canvas. ,I understand the lessons better with the help of course materials in Canvas. (Please write your views about this relating to your answer above.),Canvas course materials make me interested.,Canvas course materials make me interested. (Please write your views about this relating to your answer above.),The course materials on Canvas helped me prepare for: [Face to Face discussions],The course materials on Canvas helped me prepare for: [Quizzes],The course materials on Canvas helped me prepare for: [Prelim/Mid-term/Final Exam],"The course materials on Canvas helped me prepare for: [Other Tasks (Assignments, Forums, etc.)]","The course materials on Canvas helped me prepare for: Face to face discussions, quizzes, major exams, assignments, forums, etc. (Please write your views about this relating to your answer above.)",My instructor knows how to use Canvas.,My instructor knows how to use Canvas. (Please write your views about this relating to your answer above.),My instructor demonstrated mastery of the subject matter.,My instructor demonstrated mastery of the subject matter. (Please write your views about this relating to your answer above.),My instructor encourages me to use Canvas.,My instructor encourages me to use Canvas. (Please write your views about this relating to your answer above.),Canvas has made it easy for me to: [Communicate with my instructor],Canvas has made it easy for me to: [Receive class announcements],Canvas has made it easy for me to: [Share ideas on group discussions],"Canvas has made it easy for me to: communicate with my instructor, receive class announcements, share ideas on group discussions","I can answer the assessment materials (quiz, exam) posted in Canvas.","I can answer the assessment materials (quiz, exam) posted in Canvas. (Please write your views about this relating to your answer above.)",I find the course materials on Canvas aligned with the: [Quizzes],"I find the course materials on Canvas aligned with the: [Major (Prelim, Mideterm, Final) Exam]","I find the course materials on Canvas aligned with the: [Other tasks (Assignements, Forums, etc.)]","I find the course materials on Canvas aligned with the: quizzes, major exams, assignments, forums, etc.) (Please write your views about this relating to your answer above.)",I have been give enough time to accomplish the activities on Canvas.,I have been give enough time to accomplish the activities on Canvas. (Please write your views about this relating to your answer above.),What I like best in Canvas is/are:,What I like least in Canvas is/are:,I would like to suggest: 
13,2019/10/01 8:35:42 PM GMT+8,Strongly Agree,I have no problems when it comes to logging in and out on my canvas,Strongly Agree,I have no problems when I'm using canvas app in my phone,Strongly Agree,I have no problems when I'm using canvas app in my phone,Strongly Agree,I have no problems when I access my canvas account using computers in JRU,Strongly Agree,I have no issues with it,Strongly Agree,I have no issues with it,Strongly Agree,I have no problem with it,Strongly Agree,I have no problems with it,Strongly Agree,I can access modules in every subject,Strongly Agree,I have no issues with it,Strongly Agree,I have no issues with it,Strongly Agree,I have no issues with it because we tackle this during face to face discussion,Strongly Agree,It's a big help for us,Strongly Agree,It help me a lot,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It's a big help,Strongly Agree,All of them know how to used it,Strongly Agree,They know a lot,Strongly Agree,Yes,Strongly Agree,Strongly Agree,Strongly Agree,It's convenient,Strongly Agree,It's agreat help,Strongly Agree,Strongly Agree,Strongly Agree,It's a great help,Strongly Agree,It takes time a week to submit all of our activities,It's convenient,Sometimes it's lagged,Lessen the activities in canvas
14,2019/10/01 8:36:35 PM GMT+8,Strongly Agree,i have no problem log in ,Strongly Agree,yes i can access my course using the mobile app,Strongly Agree,yes i can access my course using the mobile app,Strongly Agree,yes i can access my canvas account using the available computers,Strongly Agree,yes no issues,Strongly Agree,yes i can easily get help,Strongly Agree,yes I can access my Canvas account outside JRU,Strongly Agree,yes I can clearly understand the lessons on my Canvas modules.,Strongly Agree,yes i recognize ,Strongly Agree,yes i can easily manage,Strongly Agree,yes i can easily manage,Disagree,no,Strongly Agree,yes i understand ,Strongly Agree,yes make me interested,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,yes can  canvas helped me prepare,Strongly Agree,yes ,Strongly Agree,yes,Strongly Agree,yes i encourages me to use Canvas,Strongly Agree,Strongly Agree,Strongly Agree,yes,Strongly Agree,yes I can answer the assessment materials,Strongly Agree,Strongly Agree,Strongly Agree,yes I find the course materials on Canvas,Strongly Agree,yes,Assignment,quizzes,fast internet
15,2019/10/01 8:36:44 PM GMT+8,Strongly Agree,i have no problem to log in,Agree,Sometimes i cant access,Agree,Sometimes i cant access,Strongly Agree,i can acces My canvas using free lab,Strongly Agree,i have no issues,Strongly Agree,i can easily get help when i have a problem in my canvas,Strongly Agree,i can acces my canvas outside jrui c,Strongly Agree,i can undestand clearly,Strongly Agree,i recognize,Strongly Agree,I can easily manage the navigation of my courses ,Strongly Agree,I can easily manage the navigation of my courses,Strongly Agree,i have no problem for this,Strongly Agree,I understand the lessons better ,Strongly Agree,Canvas course materials make me interested,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,course materials on Canvas helped me prepare for: Face to face discussions,Strongly Agree,yes she is better,Strongly Agree,My instructor demonstrated mastery of the subject matter,Strongly Agree,My instructor encourages me to use Canvas,Strongly Agree,Strongly Agree,Strongly Agree,"Canvas has made it easy for me to: communicate with my instructor, receive class announcements",Strongly Agree,I can answer the assessment materials,Strongly Agree,Strongly Agree,Strongly Agree,I find the course materials on Canvas aligned with the,Strongly Agree,I have been give enough time to accomplish the activities on Canvas,color,design,i can acces my activity using smartphones or take quiz view quiz
16,2019/10/01 8:36:56 PM GMT+8,Strongly Agree,I have no problems in logging in  and logging out,Strongly Agree,I have no problems in logging in and logging out.,Strongly Agree,I can easily acceess my course in mobile app.,Strongly Agree,Yes i can access my Canvas account using the available computers in JRU ,Strongly Agree,I have no issues accessing my Canvas account using the wired internet connection in the computer laboratories.,Strongly Agree,I can easily get help when I have problems with my Canvas account.,Strongly Agree,I can access my Canvas account outside JRU.,Strongly Agree,I can clearly understand the lessons on my Canvas modules.,Strongly Agree,I recognize that the modules in my course are well organized.,Strongly Agree,I can easily manage the navigation of the courses through the desktop version.,Strongly Agree,I can easily manage the navigation of the courses through the mobile app,Strongly Agree,I notice that course materials on Canvas have connection with the face to face (classroom) lesson content.,Strongly Agree,I understand the lessons better with the help of course materials in Canvas.,Strongly Agree,Canvas course materials make me interested.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,it makes me prepare for anything.,Strongly Agree,My instructor knows how to use Canvas.,Strongly Agree,My instructor demonstrated mastery of the subject matter.,Strongly Agree,My instructor encourages me to use Canvas.,Agree,Strongly Agree,Strongly Agree,Canvas has made it easy for me to have communication.,Strongly Agree,"I can answer the assessment materials (quiz, exam) posted in Canvas.",Strongly Agree,Strongly Agree,Strongly Agree,I find the course materials on Canvas aligned with everything,Strongly Agree,I have been give enough time to accomplish the activities on Canvas.,"I can easily review my materials,and answer what is needed easily.",None.,Because it is handy and easy to use.
17,2019/10/01 8:36:56 PM GMT+8,Strongly Agree,yes it easily log-in and log-out my account in canvas,Strongly Agree,I really can access my course using the mobile phone app,Strongly Agree,"i can access my course using the mobile canvas app.
and i can manage everything.",Strongly Agree,"Yes i can access my canvas account using available computer in JRU.
and easily to use it.",Strongly Agree,i have no issues accessing my canvas account using the wired internet connection in the computer laboratories.,Strongly Agree,i can easily get help when i have no problem with my canvas account ,Strongly Agree,i can access my canvas account outside the JRU. ,Strongly Agree,i can clearly understand the lessons on my canvas modules.,Strongly Agree,i recognize that he modules in my course are well organized. ,Strongly Agree,i really can easily manage the navigation of the course through the desktop version,Strongly Agree,I can easily manage the navigation of the courses through the mobile app,Strongly Agree, notice that course materials on Canvas have connection with the face to face (classroom) lesson content.,Strongly Agree,I understand the lessons better with the help of course materials in Canvas.,Strongly Agree,Canvas course materials make me interested.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"The course materials on Canvas helped me prepare for: Face to face discussions, quizzes, major exams, assignments, forums, etc",Strongly Agree,My instructor knows how to use Canvas.,Strongly Agree,My instructor demonstrated mastery of the subject matter.,Strongly Agree,My instructor encourages me to use Canvas,Strongly Agree,Strongly Agree,Strongly Agree,"Canvas has made it easy for me to: communicate with my instructor, receive class announcements, share ideas on group discussions.",Strongly Agree,"I can answer the assessment materials (quiz, exam) posted in Canvas.",Strongly Agree,Strongly Agree,Strongly Agree,"I find the course materials on Canvas aligned with the: quizzes, major exams, assignments, forums, etc.)",Strongly Agree,I have been give enough time to accomplish the activities on Canvas.,online quiz ,Forums,nothing i can't suggest
18,2019/10/01 8:36:58 PM GMT+8,Strongly Agree,I have no any problem logging-in and out my Canvas account.,Strongly Agree,I can access easily the mobile Canvas app.,Strongly Agree,I can access easily the mobile Canvas app.,Strongly Agree,I don't have any problems using available computers in JRU.,Strongly Agree,"I don't have any issues since it's wired, the possibility of disconnection is low.",Strongly Agree,The ITBL is approachable.,Strongly Agree,I don't have any problem accessing the canvas account outside jru.,Strongly Agree,The modules are well organized.,Strongly Agree,Easily manageable.,Strongly Agree,I don't have any problems in desktop version.,Strongly Agree,I don't have any problems in mobile app.,Strongly Agree,The modules are related to our lesson.,Strongly Agree,I can view the modules before class or anytime.,Strongly Agree,Canvas course materials are interesting.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I can review some of the modules.,Strongly Agree,Our instructor are well informed and know how to using canvas.,Strongly Agree,The instructor knows what she's teaching.,Strongly Agree,Our instructor always gives us a task to do in canvas.,Strongly Agree,Strongly Agree,Strongly Agree,"If we need to communicate with instructor, canvas made easy for me.",Strongly Agree,I can answer it in time.,Strongly Agree,Strongly Agree,Strongly Agree,I can easily find the course materials.,Strongly Agree,The time given is a lot so we can complete the activities.,User friendly.,nothing.,"optimized mobile viewer for pdf, powerpoint and docx."
19,2019/10/01 8:37:12 PM GMT+8,Strongly Agree,I have no problem in loggin in and out my Canvas Account.,Strongly Agree,"Yes, I can access my course using the mobile Canvas app.",Strongly Agree,"Yes, I can access my course using the mobile Canvas app",Strongly Agree,"Yes, I can access my Canvas account using the available computers in JRU.",Strongly Agree,"Yes, I have no issues accessing my Canvas account using the wired internet connection in the computer laboratories.",Strongly Agree,"Yes, I can easily get help when I have problems with my Canvas account.",Strongly Agree,"Yes, I can access my Canvas account outside JRU. ",Strongly Agree,"Yes, I can clearly understand the lessons on my Canvas modules.",Strongly Agree,"Yes, I recognize that the modules in my course are well organized.",Strongly Agree,"Yes, I can easily manage the navigation of the courses through the desktop version.",Strongly Agree,"Yes, I can easily manage the navigation of the courses through the mobile app.",Strongly Agree,"Yes, I notice that course materials on Canvas have connection with the face to face (classroom) lesson content.",Strongly Agree,"Yes, I understand the lessons better with the help of course materials in Canvas.",Strongly Agree,"Yes, Canvas course materials make me interested.",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Yes, The course materials on Canvas helped me prepare for: Face to face discussions, quizzes, major exams, assignments, forums, etc.",Strongly Agree,"Yes, My instructor knows how to use Canvas.",Strongly Agree,"Yes, My instructor demonstrated mastery of the subject matter.",Strongly Agree,"Yes, My instructor encourages me to use Canvas.",Strongly Agree,Strongly Agree,Strongly Agree,"Yes, Canvas has made it easy for me to: communicate with my instructor, receive class announcements, share ideas on group discussions ",Strongly Agree,"Yes, I can answer the assessment materials (quiz, exam) posted in Canvas.",Strongly Agree,Strongly Agree,Strongly Agree,"Yes, I find the course materials on Canvas aligned with the: quizzes, major exams, assignments, forums, etc.)",Strongly Agree,"Yes, I have been give enough time to accomplish the activities on Canvas. ",I can easily access to my learning materials.,Nothing,"Nothing, almost good!"
20,2019/10/01 8:37:13 PM GMT+8,Strongly Agree,Easy to use,Strongly Agree,I can easily access my course using the mobile canvass app,Strongly Agree,I don't have any issues in accessing my course in Canvas,Strongly Agree,easily to access canvass by gmail account,Strongly Agree,no issues in internet connection,Strongly Agree,absolutely,Strongly Agree,No issues on that situation,Strongly Agree,clear and simple,Strongly Agree,modules are well organized and simple,Strongly Agree,easily to manage ,Strongly Agree,no issues on navigating the courses through mobile ,Strongly Agree,easily to notify the course materials,Strongly Agree,no issues in this situation,Strongly Agree,it is easy and can be downloaded,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,it helps to review before taking exams,Strongly Agree,there  lecture is based from the canvas,Strongly Agree,our professors demonstrated well the lectures,Strongly Agree,by answering the forums and activities,Strongly Agree,Strongly Agree,Strongly Agree,beacuse they've seen our progress,Strongly Agree,on time,Strongly Agree,Strongly Agree,Strongly Agree,no issues in this situation,Strongly Agree,plenty of time,lectures,notifications,"easily notify the activities, quizzes and assignments"
21,2019/10/01 8:37:19 PM GMT+8,Strongly Agree,i have no problems in login and out,Strongly Agree,i have no problems in accessing in mobile canvas app,Strongly Agree,i have no problems in accessing in mobile canvas app,Strongly Agree,i have no problems in accessing my canvas account,Strongly Agree,i have no issues in accessing my canvas account,Strongly Agree,i have no problems with my canvas account,Strongly Agree,i have no problems in accessing in mobile canvas in outside of jru,Strongly Agree,i have no problem lesson in my canvas,Strongly Agree,i have no problem ,Strongly Agree,i have no problem to this ,Strongly Agree,i have no problem to this ,Agree,i dont have connection in classroom,Strongly Agree,i have no problem to this ,Strongly Agree,i have no problem to this ,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,i have no problem to this ,Strongly Agree,i have no problem to this ,Strongly Agree,i have no problem to this ,Strongly Agree,i have no problem to this ,Agree,Strongly Agree,Strongly Agree,i have no problem to this ,Strongly Agree,i have no problem to this ,Strongly Agree,Strongly Agree,Strongly Agree,i have no problem to this ,Strongly Agree,i have no problem to this ,i can easily do my quiz exam etc.,they have enough time given to us ,improve canvas
22,2019/10/01 8:38:25 PM GMT+8,Strongly Agree,I have no problems in logging in,Disagree,"I am not using the mobile app, I am still using the web version because sometimes I cannot use the canvas app because of some technical problems.",Disagree,I am not using the canvas mobile app. I am using the web version,Strongly Agree,I have no problems in accessing my canvas account in the computer laboratories.,Strongly Agree,The internet connection is good and I am not experiencing difficulty in logging in.,Strongly Agree,The ITBL is open all times for support and inquiry.,Strongly Agree,my canvas account is accessible wherever I am as long as internet connection is available,Strongly Agree,Modules and Slides are very helpful.,Strongly Agree,They are sorted according to date uploaded.,Strongly Agree,The interface is smooth and user-friendly.,Disagree,I am not using the mobile app. I am using the web version,Strongly Agree,Modules were further explained in face-toface discussion.,Strongly Agree,The notes were easy to understand.,Strongly Agree,There are facts in the modules that boost my interest in reading.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It is my guide for the next topics and also useed as reviewers and recitations.,Strongly Agree,We have no problems in using canvas,Strongly Agree,She uploaded necessary quizzes and modules for the subject.,Strongly Agree,Most of the quizzes and activities were uploaded in Canvas that is why I am always using it.,Strongly Agree,Strongly Agree,Strongly Agree,It is the best communication platform for students and professors.,Strongly Agree,The exams and quizzes are very handy.,Strongly Agree,Strongly Agree,Strongly Agree,The materials were connected with assessments given by the professor.,Strongly Agree,The completion time is long enough to complete activities.,The notifications for upcoming activities.,There are times when the site is not accessible.,Make the canvas betetr especially the moble app.
23,2019/10/01 8:38:29 PM GMT+8,Strongly Agree,I have no problems to log in it.,Strongly Agree,it easily to use and its not hard to open my account in app ,Strongly Agree,I can check my to do list in my subject.,Strongly Agree,open lab is free to use that why  I can easily access my canvas account,Strongly Agree,i can access my canvas account in laboratories .,Strongly Agree,i can contact my professor if i encounter a problems in my canvas account.,Strongly Agree,it easily use if I have an internet in my home,Strongly Agree,its good that in my canvas account i can read modules about our lesson in my course to help me be you.,Strongly Agree,every week i see the date or weekly i can check my modules in canvas.,Strongly Agree,I can easily manage the navigation of the courses through the desktop version,Strongly Agree,I can easily manage the navigation of the courses .,Strongly Agree,its help me to be productive during the FACE TO FACE LESON ,Strongly Agree,I understand the lessons better with the help of course materials in Canvas. ,Strongly Agree,Canvas course materials make me interested.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Because the module in canvas is ican download it to read and understand.,Strongly Agree,Every time some of my professor teach in canvas module,Strongly Agree,"My instructor demonstrated mastery of the subject matter, Yes for me",Strongly Agree,My instructor encourages me to use Canvas to be productive during the quiz or exam and lesson.,Strongly Agree,Strongly Agree,Strongly Agree,they are very kind.,Strongly Agree,even my professor give us quiz out side the jrui can easly answer it.,Strongly Agree,Strongly Agree,Strongly Agree,no comment sorry.,Strongly Agree,I have been give enough time to accomplish the activities on Canvas. (Please ,nothing Because its good in the hood,wala lang,wala rin 
24,2019/10/01 8:38:41 PM GMT+8,Strongly Agree,i don't have problems in logging in and logging out,Strongly Agree,"i don't have problem with mobile canvas app, i can access it.",Strongly Agree,everything is running smooth.,Strongly Agree,Computers are running smoothly,Strongly Agree,wired internet connection don't have issues or problems.,Strongly Agree,"yes, IT's and Profs are accomodating.",Strongly Agree,There's no problem in accessing canvas outside JRU.,Strongly Agree,Everything we need is in the modules.,Strongly Agree,it is super well organized.,Strongly Agree,yes it is easy to access courses in desktop version.,Strongly Agree,yes it is easy to access courses in mobile app version.,Strongly Agree,"yes, I notice that course materials on Canvas have connection with the face to face.",Strongly Agree,"yes, I understand the lessons better with the help of course materials in Canvas.",Strongly Agree,"yes, Canvas course materials make me interested.",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Yes, The course materials on Canvas helped me prepare for: Face to face discussions, quizzes, major exams, assignments, forums, etc.",Strongly Agree,"yes, My instructor knows how to use Canvas.",Strongly Agree,"yes, My instructor demonstrated mastery of the subject matter. ",Strongly Agree,"yes, My instructor encourages me to use Canvas.",Strongly Agree,Strongly Agree,Strongly Agree,"yes, Canvas has made it easy for me to: communicate with my instructor, receive class announcements, share ideas on group discussions.",Strongly Agree,"yes, I can answer the assessment materials (quiz, exam) posted in Canvas.",Strongly Agree,Strongly Agree,Strongly Agree,"yes, I find the course materials on Canvas aligned with the: quizzes, major exams, assignments, forums, etc.",Strongly Agree,"yes, I have been give enough time to accomplish the activities on Canvas.",i like everything because all are running smoothly.,"none, because i have no problem with canvas",i would like to suggest more beautiful design.
25,2019/10/01 8:39:03 PM GMT+8,Strongly Agree,I CAN EASILY LOGGING IN ,Strongly Agree,YES BECAUSE IT'S IN MOBILE EASY TO ACCESS,Strongly Agree,I CAN EASILY LOGGING IN ,Strongly Agree,YES ITS IS EASY,Strongly Agree,YES I DON'T HAVE ANY ISSUES,Strongly Agree,YES IT IS EASY TO GET HELP IN CANVAS,Strongly Agree,YES ITS IS VERY EASY TO BECAUSE OF THE WIFI,Strongly Agree,YES VERY EASY TO UNDERSAND AND TO LEARN,Strongly Agree,YES IT IS VERY WELL ORGANIZED,Strongly Agree,YES BECAUSE THE BUTTONS ARE THERE EASY,Strongly Agree,YES BECAUSE THE BUTTONS ARE THERE EASY,Strongly Agree,YES IT IS VERY USE FULL ,Strongly Agree,YES I UNDERSAND THE LESSON WELL,Strongly Agree,YES IT IS VERY FUTURESTIC ,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,YES I CAN EASY GET HELP BECAUSE OF THE IT DEPARTMENT,Strongly Agree,YES BECAUSE SHE IS A WELL TRAIN PERSON,Strongly Agree,YES BECAUSE SHE IS A WELL TRAIN PERSON,Strongly Agree,YES BECAUSE OF MY TEACHER,Strongly Agree,Strongly Agree,Strongly Agree,YES BEACUSE I CAN CONTACT THEM,Strongly Agree,YES BECAUSE I CAN TAKE THE QUIZ ANYWARE,Strongly Agree,Strongly Agree,Strongly Agree,YES IT IS EASY ,Strongly Agree,YES BEACAUSE I CAN TAKE MY TIME TO DO IT,THE INTERFACE,NOTHING,NOTHING
26,2019/10/01 8:40:22 PM GMT+8,Strongly Agree,I can easily log-in and log-out my canvas account because of faster internet,Strongly Agree,it is compatible to mobile phone ,Strongly Agree,it is compatible to mobile phone ,Strongly Agree,there's a lot of computer inside the laboratory,Strongly Agree,Yes because it is reliable and faster ,Strongly Agree,Yes because of the staff that approachable ,Strongly Agree,Yes because of the registration account given by the staff of jru,Strongly Agree,because of highlighted topics,Strongly Agree,modules are arrange by sequence and events,Strongly Agree,compatible,Strongly Agree,It is well organized,Strongly Agree,Yes after day the proctor will discuss the modules posted on the canvas,Strongly Agree,it helps to be prepared,Strongly Agree,Because of well organized modules,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Extra knowledge for any task ,Strongly Agree,They are all major,Strongly Agree,They know how to delivered the topics well,Strongly Agree,in able to answer all the quiz and activity,Strongly Agree,Strongly Agree,Strongly Agree,Yes because of the application ,Strongly Agree,it is well announce and because of the date posted ,Strongly Agree,Strongly Agree,Strongly Agree,it is all related to the subject,Strongly Agree,if the proctor will given us a activity it will be announce on the canvas,modules,nothing,nothing
27,2019/10/01 8:41:42 PM GMT+8,Strongly Agree,I don't have any problem with the app.,Strongly Agree,Accessing on my course is fine.,Strongly Agree,I can easily access my course.,Strongly Agree,There is no problem about the concern.,Strongly Agree,There is no any issues about accessing my canvas account.,Strongly Agree,It is easy to have an aid on my problems with canvas.,Strongly Agree,There is no problem about accessing outside the university.,Strongly Agree,It is very clearly to understand the lesson on my canvas.,Strongly Agree,The modules in my course are well recognized.,Strongly Agree,The navigation of the course are easily managed.,Strongly Agree,It is easy to manage the navigation of the courses through the app.,Strongly Agree,There is a good connection on the course materials on canvas.,Strongly Agree,With the help of this app I easily understand the lessons better and clearly.,Strongly Agree,"With the help of the Canvas, I clearly found it interesting.",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"On the said set of materials on Canvas, helped me to prepared.",Strongly Agree,There is nothing wrong about the instructor on using the Canvas.,Strongly Agree,Our instructor had a great demonstration mastery of the subject matter.,Strongly Agree,Our instructor does encourages us to use Canvas.,Strongly Agree,Strongly Agree,Strongly Agree,"It is easy to communicate, receive announcements and also has the ability to share some ideas on the group discussions with the help of Canvas.",Strongly Agree,I can answer the assessment material in Canvas ,Strongly Agree,Strongly Agree,Strongly Agree,"Quizzes, major exams and other tasks on Canvas are well aligned.",Strongly Agree,I can accomplished my task or activities on Canvas on time.,Has a good access inside or outside the university.,It has a great service for us users.,Have a good more feature on the app to be more useful.
28,2019/10/01 8:41:43 PM GMT+8,Strongly Agree,i have no problems in logging in.,Strongly Disagree,"I'm not using the canvas app because its not that yet fixed, sometimes when the subject have a new activity there are no notifications popping.",Strongly Disagree,"I'm not using the canvas app because its not that yet fixed, sometimes when the subject have a new activity there are no notifications popping.",Strongly Agree,I have no problem in the PC's ,Strongly Agree,I don't have any problem  in accessing my canvas account using the wired internet connection.,Strongly Agree,Yes because someone can help me or the professors can assist us and also the IT's.,Strongly Agree,Yes I can easily access because I have no problem in logging in.,Strongly Agree,Yes because our prof discussed it well .,Strongly Agree,my courses are well organized,Strongly Agree,yes,Strongly Agree,yes,Strongly Agree,of course it has connection.,Strongly Agree,yes because the help of course materials in Canvas,Strongly Agree,because the courses there are detailed,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,yes,Strongly Agree,My instructor knows how to use Canvas,Strongly Agree,My instructor demonstrated mastery of the subject matter.,Strongly Agree,yes to be updated in the new acitivities,Strongly Agree,Strongly Agree,Strongly Agree,yes,Strongly Agree,yes ,Strongly Agree,Strongly Agree,Strongly Agree,easy,Strongly Agree,I have been give enough time to accomplish the activities on Canvas.,accessible especially in desktop,its not that good in application,nothing
29,2019/10/01 8:43:22 PM GMT+8,Strongly Agree,everything is good and faster,Agree,sometimes it is not cooperating to me,Agree,sometimes it is not cooperating to me,Strongly Agree,"yes, and it is easy to log in at computer laboratory",Strongly Agree,"yes, i don't have issues about it, because jru provides the best computer laboratory",Strongly Agree,i always ask first to my teacher about the problem of my accounts,Disagree,"no, because my account always asking about verification but i cant open it because the phone number that i using in my canvas is my old phone number, that phone is stolen to me.",Strongly Agree,yes because its provided,Strongly Agree,always recognize  with my teachers,Strongly Agree,yesss,Strongly Agree,yes it always easy to mee,Strongly Agree,it is always connected,Agree,"because it is all in canvas, it is all uploaded",Agree,super interested because it is given,Agree,Agree,Agree,Agree,because it is better in personal discussion,Agree,all my teachers knows,Agree,"yes, because they know how to discuss about their subjects",Agree,"yes, becuase its needed",Agree,Agree,Agree,not all the time.,Strongly Agree,yes. and im always updated about it,Agree,Agree,Agree,i always find about it,Agree,"yes, and im using free lab to use my time to answers my activities",updated always,subjects,pop about activities quiz or anything in my canvas to my phone screen
30,2019/10/01 8:47:36 PM GMT+8,Strongly Agree,I don't  have problem within log-in and log-out ,Strongly Agree,I don't have problem to access into canvas using mobile phone,Strongly Agree,I don't have problem to access into canvas using mobile phone,Strongly Agree,it easy to access and usable in canvas using the computers in jru ,Strongly Agree,I don't have issue in accessing my canvas account using the wired internet connection in the computer laboratories.,Strongly Agree,it easy to get help when something wrong in my canvas ,Strongly Agree,I can access my Canvas account outside JRU,Strongly Agree,"Yes, it easy to read and organize the lessons in module",Strongly Agree,it easy to recognize the topic in modules and it is well organized,Strongly Agree,"Yes, It easy to identify what course i need to tap/click",Strongly Agree,It easy to recognize and manage the navigation to courses through mobile app,Strongly Agree,"Yes, when we lecture and laboratory topics is connected the lessons ",Strongly Agree,it easy to understand the lessons in canvas because of help of course materials ,Strongly Agree,"Yes it is interested, because it is easily to understand and organize well the materials in canvas ",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,yes it is because i can advance reading and home study and I can prepare in to my quizzes and major exams etc.,Strongly Agree,yes she know how to use the canvas ,Strongly Agree,"yes, she is good to demonstrated the subject  and i can easily understand ",Strongly Agree,"yes, she's ecouraging me to use canvas and she help when something wrong happens ",Strongly Agree,Strongly Agree,Strongly Agree,i can easily to communicate with my instructure and i can see the announcements of my prof ,Strongly Agree,i can easily answers the assessment materials using canvas ,Strongly Agree,Strongly Agree,Strongly Agree,i can find easily the course materials on canvas majors exams and assignments etc ,Strongly Agree,yes i have enought time to accompish the activities ,i can access using mobile phone ,it is to slow ,increase the GB  of the internet 
31,2019/10/01 8:50:29 PM GMT+8,Strongly Agree,like doing my activity,Strongly Agree,yes any time,Strongly Agree,yes any time like checking infor5mation,Strongly Agree,like doing activities,Strongly Agree,sometimes ,Strongly Agree,yes ,Strongly Agree,yes when i submit my activity,Strongly Agree,yes when i reading it,Strongly Agree,yes by subject,Strongly Agree,yes ,Strongly Agree,yes easy,Strongly Agree,yes additional,Strongly Agree,yes while  doing review,Strongly Agree,like exam,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,yes very well,Strongly Agree,yes every lecture,Strongly Agree,very well,Strongly Agree,yes like view,Strongly Agree,Strongly Agree,Strongly Agree,yes very useful,Strongly Agree,yes i can easyly use,Strongly Agree,Strongly Agree,Strongly Agree,sometimes,Strongly Agree,sometimes,by doing review,easy to use,nothing
